specialite,molecules,grammages,forme,labo,dci_signature,source_country,source_name,detail_url,atc_code,auth_number,source_ref,composition_raw,dosage_raw,presentation,distributeur,classe_therapeutique,statut,ppv_value,ppv_currency,prix_hospitalier,tableau,notice_url,nature_produit,ajoute_le,maj_le,scraped_at,last_seen,presentation_pretty,dosage_pretty,composition_pretty
VALPHI 80 MG,valsartan,80 mg,Comprimé pelliculé,PHI,valsartan,MA,medicament.ma,https://medicament.ma/medicament/valphi-80-mg-comprime-pellicule-2/,C09CA03,,,Valsartan,80 MG,Boite de 28,PHI,Antihypertenseur de la famille des antagonistes des récepteurs de l'angiotensine II,Commercialisé,100.0,dhs,62.50 dhs,A,,Médicament,Ajouté le: 20 février 2017 à 18:03,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 28,80 MG,Valsartan
VALEX 500 MG,valaciclovir,500 mg,Comprime enrobé,PROMOPHARM (HIKMA),valaciclovir,MA,medicament.ma,https://medicament.ma/medicament/valex-500-mg-comprime-enrobe-3/,J05AB11,,,Valaciclovir,500 MG,Boite de 42,PROMOPHARM (HIKMA),Antiviral,Commercialisé,404.0,dhs,268.00 dhs,A,,Médicament,Ajouté le: 3 avril 2012 à 18:59,Mise à jour le: 30 avril 2024 à 09:52,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 42,500 MG,Valaciclovir
VALPHI PLUS 160 MG / 25 MG,valsartan | hydrochlorothiazide,160 mg | 25 mg,Comprimé pelliculé,PHI,hydrochlorothiazide + valsartan,MA,medicament.ma,https://medicament.ma/medicament/valphi-plus-160-mg-25-mg-comprime-pellicule-2/,C09DA03,,,Valsartan | Hydrochlorothiazide,160 MG | 25 MG,Boite de 28,PHI,Association d'un antagoniste des récepteurs de l’angiotensine II et d'un diurétique,Commercialisé,133.0,dhs,83.10 dhs,A,,Médicament,Ajouté le: 9 octobre 2018 à 15:09,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 28,160 MG | 25 MG,Valsartan | Hydrochlorothiazide
VALPHI PLUS 80 MG / 12.5 MG,valsartan | hydrochlorothiazide,80 mg | 12.5 mg,Comprimé pelliculé,PHI,hydrochlorothiazide + valsartan,MA,medicament.ma,https://medicament.ma/medicament/valphi-plus-80-mg-12-5-mg-comprime-pellicule-2/,C09DA03,,,Valsartan | Hydrochlorothiazide,80 MG | 12.5 MG,Boite de 28,PHI,Association d'un antagoniste des récepteurs de l’angiotensine II et d'un diurétique,Commercialisé,95.0,dhs,59.40 dhs,A,,Médicament,Ajouté le: 22 novembre 2016 à 11:17,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 28,80 MG | 12.5 MG,Valsartan | Hydrochlorothiazide
VALPHI PLUS 80 MG / 12.5 MG,valsartan | hydrochlorothiazide,,Comprimé pelliculé,PHI,hydrochlorothiazide + valsartan,MA,medicament.ma,https://medicament.ma/medicament/valphi-plus-80-mg-12-5-mg-comprime-pellicule/,C09DA03,,,Valsartan | Hydrochlorothiazide,,Boite de 14,PHI,Association d'un antagoniste des récepteurs de l’angiotensine II et d'un diurétique,Commercialisé,53.0,dhs,33.10 dhs,A,,Médicament,Ajouté le: 22 novembre 2016 à 11:16,Mise à jour le: 25 juillet 2021 à 19:31,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 14,,Valsartan | Hydrochlorothiazide
VANCOLAN 0.5 G,vancomycine,0.5 g,Poudre pour solution pour perfusion (IV),NOVOPHARMA,vancomycine,MA,medicament.ma,https://medicament.ma/medicament/vancolan-0-5-g-poudre-pour-solution-pour-perfusion-iv/,J01XA01,,,Vancomycine,0.5 G,Boite de un flacon,NOVOPHARMA,Antibiotique de la famille des glycopeptides,Commercialisé,189.0,dhs,117.80 dhs,A,,,Ajouté le: 23 avril 2020 à 16:13,Mise à jour le: 4 novembre 2023 à 09:49,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de un flacon,0.5 G,Vancomycine
VALPRO COOPER LP 500 MG,valproate | acide valproïque,500 mg,Comprimé sécable [P],COOPER PHARMA,acide valproïque + valproate,MA,medicament.ma,https://medicament.ma/medicament/valpro-cooper-lp-500mg-comprime-2/,N03AG01,,,Valproate | Acide valproïque,500 MG,Boite de 60,COOPER PHARMA,Antiépileptique,Commercialisé,130.4,dhs,81.50 dhs,A,,Médicament,Ajouté le: 28 janvier 2016 à 17:22,Mise à jour le: 30 avril 2024 à 10:01,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 60,500 MG,Valproate | Acide Valproïque
VALPRO COOPER LP 500 MG,valproate de sodium | acide valproïque,500 mg,Comprimé pelliculé sécable [P],COOPER PHARMA,acide valproïque + valproate de sodium,MA,medicament.ma,https://medicament.ma/medicament/valpro-cooper-lp-500mg-comprime-3/,N03AG01,,,Valproate de sodium | Acide valproïque,500 MG,Boite de 90,COOPER PHARMA,Antiépileptique,Commercialisé,191.2,dhs,119.50 dhs,A,,Médicament,Ajouté le: 28 janvier 2016 à 17:24,Mise à jour le: 30 avril 2024 à 10:01,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 90,500 MG,Valproate De Sodium | Acide Valproïque
VANCOMYCINE MYLAN 1 G,vancomycine,1 g,Poudre pour solution injectable perfusion (IV),SYNTHEMEDIC,vancomycine,MA,medicament.ma,https://medicament.ma/medicament/vancomycine-merck-1-g-poudre-solupour-perfusion-iv/,J01XA01,,,Vancomycine,1 G,Boîte de 1 flacon,SYNTHEMEDIC,Antibiotique de la famille des glycopeptides,Commercialisé,329.0,dhs,218.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 30 avril 2024 à 10:05,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 1 flacon,1 G,Vancomycine
VANCOMYCINE MYLAN 250 MG,vancomycine,250 mg,Poudre pour solution injectable perfusion (IV),SYNTHEMEDIC,vancomycine,MA,medicament.ma,https://medicament.ma/medicament/vancomycine-merck-250-mg-poudre-solupour-perfusion-iv/,J01XA01,,,Vancomycine,250 MG,Boîte de 1 flacon,SYNTHEMEDIC,Antibiotique de la famille des glycopeptides,Commercialisé,102.8,dhs,64.20 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 30 avril 2024 à 10:06,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 1 flacon,250 MG,Vancomycine
VANCOMYCINE MYLAN 125 MG,vancomycine,125 mg,Poudre pour solution injectable perfusion (IV),SYNTHEMEDIC,vancomycine,MA,medicament.ma,https://medicament.ma/medicament/vancomycine-merck-125-mg-poudre-soluttion-injectable-perfu-iv/,J01XA01,,,Vancomycine,125 MG,Boîte de 1 flacon,SYNTHEMEDIC,Antibiotique de la famille des glycopeptides,Commercialisé,56.1,dhs,35.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 30 avril 2024 à 10:06,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 1 flacon,125 MG,Vancomycine
VANCOMYCINE MYLAN 500 MG,vancomycine,500 mg,Poudre pour solution injectable perfusion (IV),SYNTHEMEDIC,vancomycine,MA,medicament.ma,https://medicament.ma/medicament/vancomycine-merck-500-mg-poudre-solupour-perfusion-iv/,J01XA01,,,Vancomycine,500 MG,Boîte de 1 flacon,SYNTHEMEDIC,Antibiotique de la famille des glycopeptides,Commercialisé,177.6,dhs,111.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:28,Mise à jour le: 30 avril 2024 à 10:07,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 1 flacon,500 MG,Vancomycine
VANCOMYCINE SP 500 MG,vancomycine,500 mg,Poudre pour solution à diluer pour perfusion,AMANYS PHARMA (Ex SAHAM PHARMA),vancomycine,MA,medicament.ma,https://medicament.ma/medicament/vancomycine-sp-500-mg-poudre-pour-solution-a-diluer-pour-perfusion-2/,J01XA01,,,Vancomycine,500 MG,Boite d'un flacon,AMANYS PHARMA (Ex SAHAM PHARMA),Antibactériens glycopeptidiques,Commercialisé,177.6,dhs,111.00 dhs,A,,,Ajouté le: 30 avril 2024 à 10:11,Mise à jour le: 30 avril 2024 à 10:15,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite d'un flacon,500 MG,Vancomycine
VANTEC 10 MG,cétirizine,10 mg,Comprimé enrobé sécable,RIM PHARMA,cétirizine,MA,medicament.ma,https://medicament.ma/medicament/vantec-10-mg-comprime-enrobe/,R06AE07,,,Cétirizine,10 MG,Boite de 15,RIM PHARMA,Antihistaminiques H1,Commercialisé,19.0,dhs,11.80 dhs,C,,Médicament,Ajouté le: 19 juillet 2014 à 12:41,Mise à jour le: 30 avril 2024 à 10:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 15,10 MG,Cétirizine
VANTEC 10 MG,cétirizine,10 mg,Comprimé enrobé,RIM PHARMA,cétirizine,MA,medicament.ma,https://medicament.ma/medicament/vantec-10-mg-comprime/,R06AE07,,,Cétirizine,10 MG,Boite de 30,RIM PHARMA,Antihistaminiques H1,Commercialisé,35.2,dhs,22.00 dhs,C,,,Ajouté le: 19 juillet 2014 à 12:37,Mise à jour le: 30 avril 2024 à 10:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 30,10 MG,Cétirizine
VARTEX 160 MG,valsartan,160 mg,Comprimé pelliculé,SOTHEMA,valsartan,MA,medicament.ma,https://medicament.ma/medicament/vartex-160-mg-comprime-pellicule/,C09CA03,,,Valsartan,160 MG,Boite de 14,SOTHEMA,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,85.7,dhs,53.50 dhs,A,,Médicament,Ajouté le: 27 mars 2017 à 11:17,Mise à jour le: 4 novembre 2024 à 16:25,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 14,160 MG,Valsartan
VARTEX 160 MG,valsartan,160 mg,Comprimé pelliculé,SOTHEMA,valsartan,MA,medicament.ma,https://medicament.ma/medicament/vartex-160-mg-comprime-pellicule-2/,C09CA03,,,Valsartan,160 MG,Boite de 28,SOTHEMA,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,153.0,dhs,95.60 dhs,A,,Médicament,Ajouté le: 27 mars 2017 à 11:29,Mise à jour le: 4 novembre 2024 à 16:26,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 28,160 MG,Valsartan
VARTEX 40 MG,valsartan,,Comprimé pelliculé,SOTHEMA,valsartan,MA,medicament.ma,https://medicament.ma/medicament/vartex-40-mg-comprime-pellicule-2/,C09CA03,,,Valsartan,,Boite de 28,SOTHEMA,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,78.8,dhs,49.30 dhs,A,,Médicament,Ajouté le: 27 mars 2017 à 11:33,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 28,,Valsartan
VARTEX 40 MG,valsartan,40 mg,Comprimé pelliculé,SOTHEMA,valsartan,MA,medicament.ma,https://medicament.ma/medicament/vartex-40-mg-comprime-pellicule/,C09CA03,,,Valsartan,40 MG,Boite de 14,SOTHEMA,Antagoniste des récepteurs de l'angiotensine II DIOVAN cpr pell 80 mg,Commercialisé,44.8,dhs,28.00 dhs,A,,Médicament,Ajouté le: 27 mars 2017 à 11:30,Mise à jour le: 26 juillet 2021 à 14:10,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 14,40 MG,Valsartan
VARTEX 80 MG,valsartan,80 mg,Comprimé pelliculé,SOTHEMA,valsartan,MA,medicament.ma,https://medicament.ma/medicament/vartex-80-mg-comprime-pellicule/,C09CA03,,,Valsartan,80 MG,Boite de 14,SOTHEMA,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,74.7,dhs,46.70 dhs,A,,Médicament,Ajouté le: 27 mars 2017 à 15:18,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 14,80 MG,Valsartan
VARTEX 80 MG,valsartan,80 mg,Comprimé pelliculé,SOTHEMA,valsartan,MA,medicament.ma,https://medicament.ma/medicament/vartex-80-mg-comprime-pellicule-2/,C09CA03,,,Valsartan,80 MG,Boite de 28,SOTHEMA,Antagoniste des récepteurs de l'angiotensine II,Commercialisé,131.5,dhs,82.20 dhs,A,,Médicament,Ajouté le: 8 janvier 2019 à 10:18,Mise à jour le: 6 novembre 2023 à 15:27,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 28,80 MG,Valsartan
VASCOR 20 MG,trimétazidine,20 mg,Comprimé pelliculé,COOPER PHARMA,trimétazidine,MA,medicament.ma,https://medicament.ma/medicament/vascor-20-mg-comprime-pellicule/,C01EB15,,,Trimétazidine,20 MG,Boîte de 60,COOPER PHARMA,Antiangoreux vasodilatateur,Commercialisé,58.9,dhs,36.80 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 60,20 MG,Trimétazidine
VASCOR 20 MG / ML,trimétazidine,20 mg | ml,Solution buvable en gouttes,COOPER PHARMA,trimétazidine,MA,medicament.ma,https://medicament.ma/medicament/vascor-20-mgml-solution-buvable-en-gouttes/,C01EB15,,,Trimétazidine,20 MG / ML,Flacon de 60 ml,COOPER PHARMA,Antiangoreux vasodilatateur,Commercialisé,67.3,dhs,42.10 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Flacon de 60 ml,20 MG | ML,Trimétazidine
VASTAREL 35 MG,trimétazidine,,Comprimé pelliculé à libération modifiée,SERVIER MAROC,trimétazidine,MA,medicament.ma,https://medicament.ma/medicament/vastarel-35-mg-comprime-pellicule-a-liberation-modifiee/,C01EB15,,,Trimétazidine,,Boîte de 60,SERVIER MAROC,Antiangoreux vasodilatateurs,Commercialisé,137.2,dhs,85.80 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 60,,Trimétazidine
VASTAREL 80 MG,trimétazidine,80 mg,Gélule à libération prolongée,SERVIER MAROC,trimétazidine,MA,medicament.ma,https://medicament.ma/medicament/vastarel-80-mg-gelule-a-liberation-prolongee/,C01EB15,,,Trimétazidine,80 MG,Boite de 30,SERVIER MAROC,Antiangoreux vasodilatateurs,Commercialisé,112.5,dhs,70.30 dhs,A,,,Ajouté le: 10 février 2021 à 22:09,Mise à jour le: 6 novembre 2023 à 09:49,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 30,80 MG,Trimétazidine
VAXIGRIPTETRA 15 µG / 0.5 ML,virus de la grippe (inactivé | fragmenté) des souches suivantes: a (h1n1) | a (h3n2) | b (yamagata) et b (victoria) conformément aux recommandations annuelles de l'oms pour l'hémisphère nord.,15 µg | 0.5 ml,Suspension injectable en seringue pré-rempli [V],SANOFI AVENTIS MAROC,a (h3n2) + b (yamagata) et b (victoria) conformément aux recommandations annuelles de l'oms pour l'hémisphère nord. + fragmenté) des souches suivantes: a (h1n1) + virus de la grippe (inactivé,MA,medicament.ma,https://medicament.ma/medicament/vaxigriptetra-15%c2%b5g-0-5-ml-suspension-injectable-en-seringue-pre-rempli-de-0-5-ml/,J07BB02,,,"Virus de la grippe (inactivé, fragmenté) des souches suivantes: A (H1N1), A (H3N2), B (Yamagata) et B (Victoria) conformément aux recommandations annuelles de l'OMS pour l'hémisphère nord.",15 µG / 0.5 ML,Boite unitaire,SANOFI AVENTIS MAROC,Vaccin,Commercialisé,125.3,dhs,78.30 dhs,Aucun,,,Ajouté le: 23 avril 2020 à 12:59,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite unitaire,15 µG | 0.5 ML,Virus De La Grippe (inactivé | Fragmenté) Des Souches Suivantes: A (h1n1) | A (h3n2) | B (yamagata) Et B (victoria) Conformément Aux Recommandations Annuelles De L'OMS Pour L'Hémisphère Nord.
VECA 10 MG,solifénacine,10 mg,Comprimé pelliculé,PHARMA5,solifénacine,MA,medicament.ma,https://medicament.ma/medicament/veca-10-mg-comprime-pellicule/,G04BD08,,,Solifénacine,10 MG,Boite de 30,PHARMA5,Spasmolytique urinaire,Commercialisé,168.2,dhs,105.10 dhs,C,,,Ajouté le: 7 octobre 2020 à 22:01,Mise à jour le: 30 avril 2024 à 10:18,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 30,10 MG,Solifénacine
VASURIX LM 35 MG,trimétazidine,35 mg,Comprimé,SPIMACO,trimétazidine,MA,medicament.ma,https://medicament.ma/medicament/vasurix-lm-35-comprime/,C01EB15,,,Trimétazidine,35 MG,Boite de 60,SPIMACO,Antiangoreux vasodilatateurs,Commercialisé,83.0,dhs,51.90 dhs,A,,Médicament,Ajouté le: 7 octobre 2015 à 18:03,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 60,35 MG,Trimétazidine
VAXIGRIPTETRA 15 µG / 0.5 ML,virus de la grippe (inactivé | fragmenté) des souches suivantes: a (h1n1) | a (h3n2) | b (yamagata) et b (victoria) conformément aux recommandations annuelles de l'oms pour l'hémisphère nord.,15 µg | 0.5 ml,Suspension injectable en seringue pré-rempli [V],SANOFI AVENTIS MAROC,a (h3n2) + b (yamagata) et b (victoria) conformément aux recommandations annuelles de l'oms pour l'hémisphère nord. + fragmenté) des souches suivantes: a (h1n1) + virus de la grippe (inactivé,MA,medicament.ma,https://medicament.ma/medicament/vaxigriptetra-15-%c2%b5g-0-5-ml-suspension-injectable-en-seringue-pre-rempli-de-0-5-ml/,J07BB02,,,"Virus de la grippe (inactivé, fragmenté) des souches suivantes: A (H1N1), A (H3N2), B (Yamagata) et B (Victoria) conformément aux recommandations annuelles de l'OMS pour l'hémisphère nord.",15 µG / 0.5 ML,Boite de 10 seringues,SANOFI AVENTIS MAROC,,Commercialisé,1008.0,dhs,729.00 dhs,Aucun,,,Ajouté le: 4 août 2020 à 18:32,Mise à jour le: 4 juin 2021 à 16:36,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 10 seringues,15 µG | 0.5 ML,Virus De La Grippe (inactivé | Fragmenté) Des Souches Suivantes: A (h1n1) | A (h3n2) | B (yamagata) Et B (victoria) Conformément Aux Recommandations Annuelles De L'OMS Pour L'Hémisphère Nord.
VECA 5 MG,solifénacine,5 mg,Comprimé pelliculé,PHARMA5,solifénacine,MA,medicament.ma,https://medicament.ma/medicament/veca-5-mg-comprime-pellicule/,G04BD08,,,Solifénacine,5 MG,Boite de 30,PHARMA5,Spasmolytique urinaire,Commercialisé,100.9,dhs,63.10 dhs,C,,,Ajouté le: 7 octobre 2020 à 22:02,Mise à jour le: 30 avril 2024 à 10:18,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 30,5 MG,Solifénacine
VECTIBIX 20 MG / ML,panitumumab,20 mg | ml,Solution pour perfusion,SOTHEMA,panitumumab,MA,medicament.ma,https://medicament.ma/medicament/vectibix-20-mg-ml-solution-pour-perfusion-2/,L01XC08,,,Panitumumab,20 MG / ML,Flacon de 20 ml,SOTHEMA,"Agents antinéoplasiques, anticorps monoclonaux",Commercialisé,17580.0,dhs,17244.00 dhs,A,,Médicament,Ajouté le: 20 août 2018 à 19:44,Mise à jour le: 28 juin 2023 à 18:23,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Flacon de 20 ml,20 MG | ML,Panitumumab
VECTIBIX 20 MG / ML,panitumumab,20 mg  / ml,Solution pour perfusion,SOTHEMA,panitumumab,MA,medicament.ma,https://medicament.ma/medicament/vectibix-20-mg-ml-solution-pour-perfusion/,L01XC08,,,Panitumumab,20 MG /ML,Flacon de 5 ml,SOTHEMA,"Antinéoplasique, anticorps monoclonal (anti-EGFR)",Commercialisé,4680.0,dhs,4406.00 dhs,A,,Médicament,Ajouté le: 20 août 2018 à 19:40,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Flacon de 5 ml,20 MG  / ML,Panitumumab
VECTOR 20 MG,taladafil,20 mg,Film orodispersible en sachet,STERIPHARMA,taladafil,MA,medicament.ma,https://medicament.ma/medicament/vector-20-mg-film-orodispersible-en-sachet-3/,G04BE08,,,Taladafil,20 MG,Boite de 4,STERIPHARMA,Inhibiteur de la phosphodiestérase de type 5 lors de dysfonction érectile,Commercialisé,206.0,dhs,129.10 dhs,A,,,Ajouté le: 3 mai 2023 à 16:25,Mise à jour le: 30 avril 2024 à 10:20,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 4,20 MG,Taladafil
VEIN UP,vigne rouge | hamamélis | ginkgo,,Gélule,NON RENSEIGNÉ,ginkgo + hamamélis + vigne rouge,MA,medicament.ma,https://medicament.ma/medicament/vein-up-gelule/,,,,Vigne rouge | hamamélis | Ginkgo,,Boite de 30 gélules,NON RENSEIGNÉ,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 17 août 2023 à 15:42,Mise à jour le: 18 août 2023 à 09:59,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 30 gélules,,Vigne Rouge | Hamamélis | Ginkgo
VECTOR 20 MG,taladafil,20 mg,Film orodispersible en sachet,STERIPHARMA,taladafil,MA,medicament.ma,https://medicament.ma/medicament/vector-20-mg-film-orodispersible-en-sachet/,G04BE08,,,Taladafil,20 MG,Boite de 2 sachets,STERIPHARMA,Inhibiteur de la phosphodiestérase de type 5 lors de dysfonction érectile,Commercialisé,106.9,dhs,66.80 dhs,A,,,Ajouté le: 3 mai 2023 à 16:21,Mise à jour le: 30 avril 2024 à 10:19,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 2 sachets,20 MG,Taladafil
VEELBORE 3.5 MG,bortezomib,3.5 mg,Poudre pour solution injectable,PROMOPHARM (HIKMA),bortezomib,MA,medicament.ma,https://medicament.ma/medicament/veelbore-3-5-mg-poudre-pour-solution-injectable/,,,,Bortezomib,3.5 MG,Boite de un flacon de 8 ML,PROMOPHARM (HIKMA),Cancérologie - Hématologie,Commercialisé,5617.0,dhs,5370.00 dhs,A,,,Ajouté le: 23 avril 2020 à 16:15,Mise à jour le: 28 janvier 2025 à 17:26,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de un flacon de 8 ML,3.5 MG,Bortezomib
VECTOR 20 MG,tadalafil,20 mg,Film orodispersible en sachet,STERIPHARMA,tadalafil,MA,medicament.ma,https://medicament.ma/medicament/vector-20-mg-film-orodispersible/,G04BE08,,,Tadalafil,20 MG,Boite de 1 sachet,STERIPHARMA,Inhibiteur de la phosphodiestérase de type 5 lors de dysfonction érectile,Commercialisé,60.7,dhs,38.00 dhs,A,,,Ajouté le: 3 mai 2023 à 16:19,Mise à jour le: 30 avril 2024 à 10:19,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 1 sachet,20 MG,Tadalafil
VELAXOR LP 37.5 MG,venlafaxine,37.5 mg,Gélule à libération prolongée [P],AFRIC-PHAR,venlafaxine,MA,medicament.ma,https://medicament.ma/medicament/velaxor-lp-375-mg-gelule-a-liberation-prolongee/,N06AX16,,,Venlafaxine,37.5 MG,Boîte de 30,AFRIC-PHAR,"Antidépresseur, inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa)",Commercialisé,74.6,dhs,46.60 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 30 avril 2024 à 10:22,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 30,37.5 MG,Venlafaxine
VELCADE 1 MG,bortézomib,1 mg,Poudre pour solution injectable,MAPHAR,bortézomib,MA,medicament.ma,https://medicament.ma/medicament/velcade-1-mg-poudre-pour-solution-injectable/,L01XX32,,,Bortézomib,1 MG,Flacon de 5 ml,MAPHAR,Antinéoplasiques,Commercialisé,1367.0,dhs,1099.00 dhs,A,,Médicament,Ajouté le: 15 juin 2016 à 22:19,Mise à jour le: 10 novembre 2022 à 13:14,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Flacon de 5 ml,1 MG,Bortézomib
VELAXOR LP 75 MG,venlafaxine,75 mg,Gélule à libération prolongée [P],AFRIC-PHAR,venlafaxine,MA,medicament.ma,https://medicament.ma/medicament/velaxor-lp-75-mg-gelule-a-liberation-prolongee/,N06AX16,,,Venlafaxine,75 MG,Boîte de 30,AFRIC-PHAR,"Antidépresseur, inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa)",Commercialisé,94.4,dhs,59.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 30 avril 2024 à 10:21,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boîte de 30,75 MG,Venlafaxine
VELCADE 3.5 MG,bortézomib,3.5 mg,Poudre pour solution injectable,MAPHAR,bortézomib,MA,medicament.ma,https://medicament.ma/medicament/velcade-35-mg-poudre-pour-solution-injectable/,L01XX32,,,Bortézomib,3.5 MG,Flacon de 10 ml,MAPHAR,Antinéoplasique,Commercialisé,5855.0,dhs,5615.00 dhs,A,,Médicament,Ajouté le: 15 juin 2016 à 22:21,Mise à jour le: 25 juillet 2021 à 18:42,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Flacon de 10 ml,3.5 MG,Bortézomib
VENDEP-XR 150 MG,venlafaxine,150 mg,Gélule à libération prolongée [P],CIPLA MAROC,venlafaxine,MA,medicament.ma,https://medicament.ma/medicament/vendep-xr-150-mg-comprime/,N06AX16,,,Venlafaxine,150 MG,Boite de 30,CIPLA MAROC,"Antidépresseur, inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa)",Commercialisé,112.2,dhs,70.10 dhs,A,,,Ajouté le: 27 novembre 2020 à 15:50,Mise à jour le: 30 avril 2024 à 10:34,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 30,150 MG,Venlafaxine
VENDEP-XR 37.5 MG,venlafaxine,37.5 mg,Gélule à libération prolongée [P],CIPLA MAROC,venlafaxine,MA,medicament.ma,https://medicament.ma/medicament/vendep-xr-37-5-mg-comprime/,N06AX16,,,Venlafaxine,37.5 MG,Boite de 10,CIPLA MAROC,"Antidépresseur, inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa)",Commercialisé,28.3,dhs,17.70 dhs,A,,,Ajouté le: 27 novembre 2020 à 15:47,Mise à jour le: 30 avril 2024 à 10:33,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 10,37.5 MG,Venlafaxine
VENDEP-XR 75 MG,venlafaxine,75 mg,Gélule à libération prolongée [P],CIPLA MAROC,venlafaxine,MA,medicament.ma,https://medicament.ma/medicament/vendep-xr-75-mg-comprime/,N06AX16,,,Venlafaxine,75 MG,Boite de 10,CIPLA MAROC,"Antidépresseur, inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa)",Commercialisé,25.1,dhs,15.70 dhs,A,,,Ajouté le: 27 novembre 2020 à 15:49,Mise à jour le: 30 avril 2024 à 10:34,2025-11-08T02:41:06Z,2025-11-08T02:41:06Z,Boite de 10,75 MG,Venlafaxine
